id;name;score;episodes;aired;broadcast;source;duration;ranked;members;studios;genres;recomendation
1751;Shokugeki no Souma OVA;7.46;2;May 2, 2016 to Jul 4, 2016;None;Manga;25 min. per ep.;2;42,865;J.C.Staff;Ecchi|School|Shounen;Shokugeki no Souma: Ni no Sara<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Shokugeki no Souma<>AutoRec|Kimi no Na wa.<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Koe no Katachi<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Boku no Hero Academia<>AutoRec|One Punch Man<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec
1752;Shoukoushi Cedie;7.46;43;Jan 10, 1988 to Dec 25, 1988;Sundays at 19:30 (JST);Novel;24 min. per ep.;2;1,839;Nippon Animation;Slice of Life|Drama|Shoujo;Princess Sara<>1 User|Watashi no Ashinaga Ojisan<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Death Note<>AutoRec|Shingeki no Kyojin<>AutoRec|Ie Naki Ko Remi<>AutoRec|Romeo no Aoi Sora<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Slam Dunk<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec
1753;Slayers Special;7.45;3;Jul 25, 1996 to May 25, 1997;None;Light novel;29 min. per ep.;2;13,849;J.C.Staff;Adventure|Comedy|Supernatural|Magic|Fantasy|Shounen;Slayers<>AutoRec|Slayers Next<>AutoRec|Slayers Try<>AutoRec|Slayers: The Motion Picture<>AutoRec|Slayers Return<>AutoRec|Slayers Excellent<>AutoRec|Slayers Great<>AutoRec|Slayers Gorgeous<>AutoRec|Slayers Premium<>AutoRec|Slayers Revolution<>AutoRec
1754;Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!;7.46;1;Oct 27, 2012;None;Original;1 hr. 11 min.;2;2,508;Toei Animation;Fantasy|Kids|Magic|Shoujo;Smile Precure!<>AutoRec|Suite Precure♪<>AutoRec|Precure All Stars Movie New Stage: Mirai no Tomodachi<>AutoRec|Heartcatch Precure!<>AutoRec|Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?<>AutoRec|Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪<>AutoRec|Precure All Stars Movie New Stage 2: Kokoro no Tomodachi<>AutoRec|Dokidoki! Precure<>AutoRec|Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana<>AutoRec|Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!<>AutoRec
1755;Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey;7.46;13;Dec 21, 2002 to Dec 21, 2003;None;Unknown;25 min. per ep.;2;4,088;Madhouse;Action|Adventure|Space|Drama|Sci-Fi|Seinen;Tengen Toppa Gurren Lagann<>2 Users|Cosmo Warrior Zero<>2 Users|Change!! Getter Robo: Sekai Saigo no Hi<>1 User|Ginga Tetsudou Monogatari<>1 User|Hakugei Densetsu<>1 User|Shin Hokuto no Ken<>1 User|Uchuu Senkan Yamato<>1 User|Ozma<>1 User|Last Exile<>1 User|Cowboy Bebop<>1 User
1756;Starmyu 2nd Season;7.46;12;Apr 4, 2017 to Jun 20, 2017;Tuesdays at 00:00 (JST);Original;24 min. per ep.;2;8,716;C-Station;Music|School|Slice of Life;Yuri!!! on Ice<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Oushitsu Kyoushi Heine<>AutoRec|Starmyu<>AutoRec|Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou<>AutoRec|Kimi no Na wa.<>AutoRec|Koe no Katachi<>AutoRec|Ao no Exorcist: Kyoto Fujouou-hen<>AutoRec|Bungou Stray Dogs 2nd Season<>AutoRec
1757;Strike Witches: Operation Victory Arrow;7.46;3;Dec 12, 2014 to Jul 31, 2015;None;Original;28 min. per ep.;2;13,731;Silver Link.;Action|Ecchi|Magic|Military|Sci-Fi;Strike Witches 2<>AutoRec|Strike Witches<>AutoRec|Strike Witches Movie<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|One Punch Man<>AutoRec|Brave Witches<>AutoRec|Girls und Panzer<>AutoRec
1758;Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!;7.46;1;Feb 26, 2008;None;Original;24 min.;2;27,732;Gainax;Action|Adventure|Comedy|Mecha|Sci-Fi;Tengen Toppa Gurren Lagann<>AutoRec|Tengen Toppa Gurren Lagann Movie: Gurren-hen<>AutoRec|Death Note<>AutoRec|Tengen Toppa Gurren Lagann Movie: Lagann-hen<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Code Geass: Hangyaku no Lelouch R2<>AutoRec|Neon Genesis Evangelion<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec
1759;Uchuu no Stellvia;7.46;26;Apr 3, 2003 to Sep 25, 2003;Thursdays at 01:00 (JST);Original;23 min. per ep.;2;16,741;Xebec;Action|Romance|Sci-Fi|Space;Planetes<>2 Users|Vandread<>2 Users|Mouretsu Pirates<>1 User|Simoun<>1 User|Heroic Age<>1 User|Sora wo Kakeru Shoujo<>1 User|Soreyuke! Uchuu Senkan Yamamoto Yohko (1999)<>1 User|iDOLM@STER Xenoglossia<>1 User|Tengen Toppa Gurren Lagann<>1 User|Geneshaft<>1 User|Megami Kouhosei<>1 User|Starship Operators<>1 User|Strike Witches<>1 User|Stratos 4<>1 User|Battle Athletess Daiundoukai (TV)<>1 User|Soukou no Strain<>1 User|Mugen no Ryvius<>1 User|Full Metal Panic!<>1 User|Futatsu no Spica<>1 User|Gakuen Senki Muryou<>1 User|Top wo Nerae! Gunbuster<>1 User|Classroom☆Crisis<>1 User|Aria The Animation<>1 User
1760;Yankee-kun na Yamada-kun to Megane-chan to Majo;7.46;1;Aug 26, 2015;None;Manga;Unknown;2;9,427;LIDENFILMS;Comedy|School|Shounen;Yamada-kun to 7-nin no Majo (TV)<>AutoRec|Yamada-kun to 7-nin no Majo (OVA)<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Kimi no Na wa.<>AutoRec|One Punch Man<>AutoRec|Yamada-kun to 7-nin no Majo<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Shokugeki no Souma<>AutoRec|Boku no Hero Academia<>AutoRec|Noragami Aragoto<>AutoRec
1761;Yowamushi Pedal: Special Ride;7.46;1;Aug 8, 2013;None;Manga;20 min.;2;12,308;TMS Entertainment;Comedy|Drama|Shounen|Sports;Yowamushi Pedal<>AutoRec|Yowamushi Pedal: Grande Road<>AutoRec|Haikyuu!!<>AutoRec|Shingeki no Kyojin<>AutoRec|One Punch Man<>AutoRec|Haikyuu!! Second Season<>AutoRec|Free!<>AutoRec|Gekkan Shoujo Nozaki-kun<>AutoRec|Boku no Hero Academia<>AutoRec|Kuroko no Basket 2nd Season<>AutoRec
1762;Yozakura Quartet: Hoshi no Umi;7.46;3;Oct 8, 2010 to Nov 9, 2011;None;Manga;28 min. per ep.;2;25,036;Tatsunoko Production;Action|Magic|Comedy|Super Power|Supernatural|Shounen;Durarara!!<>2 Users|Kyousou Giga (2012)<>1 User|Kyousou Giga<>1 User|Yozakura Quartet: Hana no Uta<>AutoRec|Yozakura Quartet: Tsuki ni Naku<>AutoRec|One Punch Man<>AutoRec|Shingeki no Kyojin<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Kill la Kill<>AutoRec|Steins,Gate<>AutoRec|Boku no Hero Academia<>AutoRec|Yozakura Quartet<>AutoRec
1763;Appleseed Saga Ex Machina;7.45;1;Oct 20, 2007;None;Unknown;1 hr. 44 min.;2;30,242;Digital Frontier;Action|Mecha|Military|Sci-Fi;Vexille: 2077 Nihon Sakoku<>6 Users|Final Fantasy VII: Advent Children<>2 Users|Blassreiter<>1 User|Final Fantasy VII: Advent Children Complete<>1 User|Ergo Proxy<>1 User|Wonderful Days<>1 User|Ghost in the Shell<>1 User
1764;Ben-To;7.44;12;Oct 9, 2011 to Dec 25, 2011;Unknown;Light novel;24 min. per ep.;2;177,902;David Production;Action|Martial Arts|Comedy;Baka to Test to Shoukanjuu<>8 Users|Keijo!!!!!!!!<>4 Users|Angel Beats!<>4 Users|Hataraku Maou-sama!<>3 Users|Shokugeki no Souma<>3 Users|Air Gear<>3 Users|Kore wa Zombie Desu ka?<>2 Users|Tetsuko no Tabi<>1 User|Dog Days<>1 User|Shijou Saikyou no Deshi Kenichi<>1 User|Shokugeki no Souma: Ni no Sara<>1 User|Muteki Kanban Musume<>1 User|Ansatsu Kyoushitsu (TV)<>1 User|Kämpfer<>1 User|Amaama to Inazuma<>1 User|D-Frag!<>1 User|Koi Koi 7<>1 User|Nourin<>1 User|Kenzen Robo Daimidaler<>1 User|Highschool of the Dead<>1 User|Maji de Watashi ni Koi Shinasai!<>1 User|Ryuugajou Nanana no Maizoukin (TV)<>1 User|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka<>1 User|Chuunibyou demo Koi ga Shitai!<>1 User
1765;Bishoujo Senshi Sailor Moon SuperS Special;7.45;3;Apr 8, 1995;None;Manga;16 min. per ep.;2;13,552;Toei Animation;Magic|Romance|Shoujo;Mermaid Melody Pichi Pichi Pitch<>1 User|Bishoujo Senshi Sailor Moon<>AutoRec|Bishoujo Senshi Sailor Moon S<>AutoRec|Bishoujo Senshi Sailor Moon R<>AutoRec|Bishoujo Senshi Sailor Moon: Sailor Stars<>AutoRec|Bishoujo Senshi Sailor Moon SuperS<>AutoRec|Bishoujo Senshi Sailor Moon R: The Movie<>AutoRec|Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito<>AutoRec|Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki<>AutoRec|Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec
1766;Captain Tsubasa: Road to 2002;7.45;52;Oct 7, 2001 to Oct 6, 2002;Unknown;Manga;24 min. per ep.;2;23,933;Group TAC;Action|Shounen|Sports;Hungry Heart: Wild Striker<>1 User|Major S1<>1 User|Whistle!<>1 User|Dear Boys<>1 User|Kuroko no Basket 3rd Season<>1 User
1767;Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome;7.45;1;Apr 17, 2010;None;Manga;1 hr. 40 min.;2;1,437;Shin-Ei Animation;Sci-Fi|Adventure|Comedy|Kids|Shounen;Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu<>AutoRec|Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou<>AutoRec|Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle<>AutoRec|Crayon Shin-chan Movie 04: Henderland no Daibouken<>AutoRec|Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki<>AutoRec|Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys<>AutoRec|Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road<>AutoRec|Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou<>AutoRec|Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen<>AutoRec|Kimi no Na wa.<>AutoRec
1768;D-Frag! OVA;7.45;1;Sep 22, 2014;None;Manga;24 min.;2;34,732;Brain's Base;Game|Comedy|Seinen;Baka to Test to Shoukanjuu: Matsuri<>1 User|D-Frag!<>AutoRec|One Punch Man<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|No Game No Life<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku<>AutoRec|Boku no Hero Academia<>AutoRec|Kimi no Na wa.<>AutoRec|Gekkan Shoujo Nozaki-kun<>AutoRec
1769;Dragon Ball Z Movie 15: Fukkatsu no F;7.45;1;Apr 18, 2015;None;Manga;1 hr. 47 min.;2;55,682;Toei Animation;Action|Adventure|Comedy|Fantasy|Martial Arts|Shounen|Super Power;Dragon Ball Z Movie 14: Kami to Kami<>AutoRec|One Punch Man<>AutoRec|Dragon Ball Z<>AutoRec|Shingeki no Kyojin<>AutoRec|Boku no Hero Academia<>AutoRec|Death Note<>AutoRec|Dragon Ball Super<>AutoRec|Dragon Ball<>AutoRec|Tokyo Ghoul<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec
1770;Fukigen na Mononokean;7.45;13;Jun 28, 2016 to Sep 20, 2016;Tuesdays at 23:30 (JST);Web manga;24 min. per ep.;2;58,635;Pierrot Plus;Comedy|Supernatural;Natsume Yuujinchou<>13 Users|Noragami<>4 Users|xxxHOLiC<>4 Users|Mushishi<>2 Users|Youkai Apartment no Yuuga na Nichijou<>2 Users|Kyoukai no Rinne (TV)<>2 Users|Servamp<>1 User|One Punch Man<>1 User|Uchouten Kazoku<>1 User|Tactics<>1 User|ēlDLIVE<>1 User|Natsume Yuujinchou Go<>1 User|Hoozuki no Reitetsu<>1 User|Kyoukai no Kanata<>1 User|Mononoke<>1 User|Gugure! Kokkuri-san<>1 User|Ling Qi<>1 User|Kamisama Hajimemashita<>1 User
1771;Ginban Kaleidoscope;7.45;12;Oct 9, 2005 to Dec 25, 2005;Sundays at 02:40 (JST);Light novel;24 min. per ep.;2;33,331;Karaku;Sports|Supernatural|Drama|Romance;Full Moon wo Sagashite<>6 Users|Yuri!!! on Ice<>5 Users|Kaleido Star<>4 Users|Hikaru no Go<>3 Users|Tasogare Otome x Amnesia<>3 Users|Tetsuwan Birdy Decode<>1 User|Suzuka<>1 User|Kiniro no Corda: Primo Passo<>1 User|Clannad<>1 User|Ouran Koukou Host Club<>1 User|Mermaid Melody Pichi Pichi Pitch Pure<>1 User|Hikari no Densetsu<>1 User|Tenkuu no Escaflowne<>1 User|Mermaid Melody Pichi Pichi Pitch<>1 User|Fruits Basket<>1 User|Inu to Hasami wa Tsukaiyou<>1 User|Gakuen Alice<>1 User|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.<>1 User|Ashita no Nadja<>1 User|Air Gear<>1 User|Kaichou wa Maid-sama!<>1 User|Kanokon<>1 User|Chrno Crusade<>1 User|Hanbun no Tsuki ga Noboru Sora<>1 User
1772;GJ-bu;7.45;12;Jan 10, 2013 to Mar 28, 2013;Unknown;Light novel;23 min. per ep.;2;100,997;Doga Kobo;Comedy|School|Slice of Life;D-Frag!<>16 Users|Seitokai Yakuindomo<>10 Users|Acchi Kocchi (TV)<>9 Users|Seitokai no Ichizon<>7 Users|Kitakubu Katsudou Kiroku<>6 Users|Boku wa Tomodachi ga Sukunai<>4 Users|Boku wa Tomodachi ga Sukunai Next<>3 Users|K-On!<>3 Users|Lucky☆Star<>3 Users|Yuru Yuri<>3 Users|Jinsei<>3 Users|Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu<>2 Users|Kiniro Mosaic<>2 Users|Hayate no Gotoku! Cuties<>1 User|Joshiraku<>1 User|Yuyushiki<>1 User|Oniichan dakedo Ai sae Areba Kankeinai yo ne!<>1 User|Inou-Battle wa Nichijou-kei no Naka de<>1 User|Boku wa Tomodachi ga Sukunai Episode 0<>1 User|Ookami-san to Shichinin no Nakama-tachi<>1 User|Baka to Test to Shoukanjuu<>1 User|Mahoutsukai Nara Miso wo Kue!<>1 User|Toradora!<>1 User|Demi-chan wa Kataritai<>1 User
1773;Haikyuu!! Movie 4: Concept no Tatakai;7.45;1;Sep 29, 2017;None;Manga;Unknown;2;7,554;add some;Comedy|Sports|Drama|School|Shounen;Boku no Hero Academia 2nd Season<>AutoRec|Haikyuu!! Movie 3: Sainou to Sense<>AutoRec|Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Haikyuu!! Second Season<>AutoRec|Haikyuu!!<>AutoRec|Koe no Katachi<>AutoRec|Kimi no Na wa.<>AutoRec|Kakegurui<>AutoRec|Boku no Hero Academia<>AutoRec
1774;Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso;7.45;1;Apr 23, 2016;None;Novel;1 hr. 43 min.;2;11,443;Kyoto Animation;Music|School;Hibike! Euphonium 2<>AutoRec|Kimi no Na wa.<>AutoRec|Koe no Katachi<>AutoRec|Hibike! Euphonium<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|New Game!<>AutoRec|Hibike! Euphonium: Kakedasu Monaka<>AutoRec
1775;High School DxD OVA;7.45;2;Sep 6, 2012 to May 31, 2013;None;Light novel;23 min. per ep.;2;113,790;TNK;Comedy|Demons|Ecchi|Romance|School;High School DxD<>AutoRec|High School DxD New<>AutoRec|High School DxD BorN<>AutoRec|High School DxD Specials<>AutoRec|Sword Art Online<>AutoRec|Shingeki no Kyojin<>AutoRec|No Game No Life<>AutoRec|One Punch Man<>AutoRec|Highschool of the Dead<>AutoRec|Tokyo Ghoul<>AutoRec
1776;Hokuto no Ken: Toki-den;7.45;1;Mar 26, 2008;None;Unknown;57 min.;2;4,312;APPP;Action|Martial Arts;Riki-Oh 2: Horobi no Ko<>2 Users|Black Jack<>1 User|Captain Herlock<>1 User|JoJo no Kimyou na Bouken (TV)<>1 User
1777;Hoshi no Koe;7.45;1;Feb 2, 2002;None;Original;25 min.;2;97,819;CoMix Wave Films;Sci-Fi|Space|Drama|Romance|Mecha;Byousoku 5 Centimeter<>25 Users|Kumo no Mukou, Yakusoku no Basho<>9 Users|Top wo Nerae! Gunbuster<>7 Users|Pale Cocoon<>5 Users|Iriya no Sora, UFO no Natsu<>4 Users|Saishuu Heiki Kanojo<>3 Users|Shelter<>3 Users|Hoshizora Kiseki<>2 Users|Kotonoha no Niwa<>2 Users|Cencoroll<>2 Users|Blue Drop: Tenshi-tachi no Gikyoku<>1 User|Black★Rock Shooter (OVA)<>1 User|Serial Experiments Lain<>1 User|Eureka Seven<>1 User|Egao<>1 User|Angel Beats!<>1 User|Macross F<>1 User|Top wo Nerae 2! Diebuster<>1 User|Macross: Do You Remember Love?<>1 User|Kono Danshi, Uchuujin to Tatakaemasu.<>1 User|Muv-Luv Alternative: Total Eclipse<>1 User|Kimi no Na wa.<>1 User|Haruwo<>1 User|Sentou Yousei Yukikaze<>1 User
1778;Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!;7.45;1;Mar 17, 2007;None;Unknown;1 hr. 18 min.;2;3,292;Sunrise;Action|Adventure|Comedy|Drama|Sci-Fi|Shounen;Keroro Gunsou Movie 1<>AutoRec|Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!<>AutoRec|Keroro Gunsou<>AutoRec|Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!<>AutoRec|Death Note<>AutoRec|Shingeki no Kyojin<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Ouran Koukou Host Club<>AutoRec
1779;Kimikiss Pure Rouge;7.45;24;Oct 7, 2007 to Mar 23, 2008;Unknown;Visual novel;24 min. per ep.;2;63,953;J.C.Staff;Drama|Romance|School;Amagami SS<>16 Users|True Tears<>7 Users|Hatsukoi Limited.<>6 Users|Toradora!<>4 Users|Golden Time<>3 Users|Kimi ni Todoke<>2 Users|ef: A Tale of Memories.<>2 Users|Photokano<>2 Users|White Album 2<>2 Users|Lamune<>2 Users|School Days<>2 Users|Boys Be...<>2 Users|Ichigo 100%<>2 Users|Ookami Shoujo to Kuro Ouji<>1 User|Ano Natsu de Matteru<>1 User|Koi to Senkyo to Chocolate<>1 User|Sora no Manimani<>1 User|Tonagura!<>1 User|Yoake Mae yori Ruriiro na: Crescent Love<>1 User|Suzuka<>1 User|H2O: Footprints in the Sand<>1 User|Wind: A Breath of Heart (TV)<>1 User|Tokimeki Memorial: Only Love<>1 User|Nagi no Asukara<>1 User
1780;Kowarekake no Orgel;7.45;1;Dec 31, 2009;None;Original;28 min.;2;27,609;add some;Drama|Music|Sci-Fi|Slice of Life;Eve no Jikan<>3 Users|Chobits<>3 Users|Plastic Memories<>3 Users|Clannad: After Story<>2 Users|Planetarian: Chiisana Hoshi no Yume<>1 User|Kanamewo<>1 User|Hotarubi no Mori e<>1 User|Shinryaku! Ika Musume<>1 User|Ikoku Meiro no Croisée The Animation<>1 User|Refrain Blue<>1 User|Angel Beats!<>1 User|Clannad<>1 User|Air Movie<>1 User|Air<>1 User|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.<>1 User
1781;Little Nemo;7.45;1;Jul 15, 1989;None;Picture book;1 hr. 34 min.;2;5,506;add some;Adventure|Fantasy;Steamboy<>1 User|Neko no Ongaeshi<>1 User|Totsuzen! Neko no Kuni Banipal Witt<>1 User|Taiyou no Ouji: Horus no Daibouken<>1 User|Sen to Chihiro no Kamikakushi<>1 User
1782;Maison Ikkoku: Kanketsu-hen;7.45;1;Feb 6, 1988;None;Unknown;1 hr. 6 min.;2;3,571;add some;Comedy|Romance|Drama;Maison Ikkoku<>AutoRec|Maison Ikkoku: Ikkokujima Nanpa Shimatsuki<>AutoRec|Neon Genesis Evangelion<>AutoRec|Mononoke Hime<>AutoRec|Toradora!<>AutoRec|Cowboy Bebop<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Death Note<>AutoRec|Ranma ½<>AutoRec|Kimi no Na wa.<>AutoRec
1783;Masuda Kousuke Gekijou Gag Manga Biyori 2;7.45;12;Aug 5, 2006 to Oct 21, 2006;Unknown;Manga;5 min. per ep.;2;2,078;Artland;Comedy;Sakigake!! Cromartie Koukou<>1 User|Masuda Kousuke Gekijou Gag Manga Biyori<>AutoRec|Masuda Kousuke Gekijou Gag Manga Biyori 3<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Sayonara Zetsubou Sensei<>AutoRec|Death Note<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec|Tengen Toppa Gurren Lagann<>AutoRec|Mononoke Hime<>AutoRec|Gintama<>AutoRec
1784;Minami-ke Natsuyasumi;7.45;1;Aug 6, 2013;None;Manga;28 min.;2;11,184;feel.;Comedy|Slice of Life;Minami-ke Tadaima<>AutoRec|Minami-ke Omatase<>AutoRec|Minami-ke Okaeri<>AutoRec|Minami-ke<>AutoRec|Minami-ke Okawari<>AutoRec|Minami-ke Betsubara<>AutoRec|Shingeki no Kyojin<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Kimi no Na wa.<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec
1785;Mushibugyou;7.45;26;Apr 8, 2013 to Sep 30, 2013;Mondays at 18:00 (JST);Manga;23 min. per ep.;2;48,781;Seven Arcs Pictures;Action|Fantasy|Historical|Martial Arts|Samurai|Shounen|Super Power;Akame ga Kill!<>2 Users|Kekkaishi<>2 Users|Shingeki no Kyojin<>1 User|InuYasha<>1 User|Chrome Shelled Regios<>1 User|Naruto: Shippuuden<>1 User|Sakura Taisen<>1 User|Brave 10<>1 User|Tenpou Ibun: Ayakashi Ayashi<>1 User|Black Bullet<>1 User|Peace Maker Kurogane<>1 User|Nurarihyon no Mago<>1 User|Nabari no Ou<>1 User|Hunter x Hunter (2011)<>1 User
1786;Nerima Daikon Brothers;7.45;12;Jan 9, 2006 to Mar 27, 2006;Unknown;Unknown;24 min. per ep.;2;5,993;Studio Hibari;Comedy|Music;Detroit Metal City<>1 User|Panty & Stocking with Garterbelt<>1 User|Sayonara Zetsubou Sensei<>1 User|Keroro Gunsou<>1 User|Papuwa<>1 User|Heppoko Jikken Animation Excel♥Saga<>1 User|Di Gi Charat<>1 User
1787;New Game!: Watashi, Shain Ryokou tte Hajimete nano de...;7.45;1;May 3, 2017;None;4-koma manga;22 min.;2;30,879;Doga Kobo;Slice of Life|Comedy|Ecchi;Kobayashi-san Chi no Maid Dragon<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Gabriel DropOut<>AutoRec|New Game!<>AutoRec|Demi-chan wa Kataritai<>AutoRec|Koe no Katachi<>AutoRec|Kimi no Na wa.<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Youjo Senki<>AutoRec|Kuzu no Honkai<>AutoRec
1788;Osomatsu-san: Ouma de Kobanashi;7.45;1;Dec 13, 2016;None;Manga;24 min.;2;5,881;Studio Pierrot;Comedy|Parody;Osomatsu-san<>AutoRec|Yuri!!! on Ice<>AutoRec|Mob Psycho 100<>AutoRec|Kimi no Na wa.<>AutoRec|Boku no Hero Academia<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|One Punch Man<>AutoRec|Koe no Katachi<>AutoRec|Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou<>AutoRec
1789;Papa no Iukoto wo Kikinasai! OVA;7.44;2;Jun 25, 2013 to Mar 25, 2015;None;Light novel;25 min. per ep.;2;23,158;feel.;Comedy|Romance|Slice of Life;Papa no Iukoto wo Kikinasai!<>AutoRec|Papa no Iukoto wo Kikinasai!: Pokkapoka<>AutoRec|One Punch Man<>AutoRec|No Game No Life<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Kimi no Na wa.<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Shingeki no Kyojin<>AutoRec|Sword Art Online<>AutoRec|Yahari Ore no Seishun Love Comedy wa Machigatteiru.<>AutoRec
1790;Pokemon XY;7.45;93;Oct 17, 2013 to Oct 22, 2015;Thursdays at 19:00 (JST);Game;23 min. per ep.;2;41,001;OLM;Action|Adventure|Comedy|Fantasy|Kids;PriPara<>1 User|One Piece<>1 User|Youkai Watch<>1 User|Pokemon XY&Z<>AutoRec|Pokemon<>AutoRec|One Punch Man<>AutoRec|Shingeki no Kyojin<>AutoRec|Sword Art Online<>AutoRec|Boku no Hero Academia<>AutoRec|Pokemon Advanced Generation<>AutoRec|Pokemon Diamond & Pearl<>AutoRec|Death Note<>AutoRec|Naruto: Shippuuden<>AutoRec
1791;Pokemon: Maboroshi no Pokemon Lugia Bakutan;7.45;1;Jul 17, 1999;None;Game;1 hr. 20 min.;2;90,356;OLM;Adventure|Comedy|Kids|Drama|Fantasy;Pokemon: Mewtwo no Gyakushuu<>AutoRec|Pokemon: Kesshoutou no Teiou Entei<>AutoRec|Pokemon<>AutoRec|Pokemon: Celebi Toki wo Koeta Deai<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Death Note<>AutoRec|Pokemon: Mizu no Miyako no Mamorigami Latias to Latios<>AutoRec|Shingeki no Kyojin<>AutoRec|Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario<>AutoRec|Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys<>AutoRec
